Date,Close
2021-07-19,24.959999084472656
2021-07-20,26.040000915527344
2021-07-21,26.600000381469727
2021-07-22,25.979999542236328
2021-07-23,26.790000915527344
2021-07-26,26.549999237060547
2021-07-27,26.579999923706055
2021-07-28,26.700000762939453
2021-07-29,27.260000228881836
2021-07-30,27.610000610351562
2021-08-02,27.81999969482422
2021-08-03,28.610000610351562
2021-08-04,28.049999237060547
2021-08-05,29.829999923706055
2021-08-06,30.020000457763672
2021-08-09,29.75
2021-08-10,30.549999237060547
2021-08-11,30.059999465942383
2021-08-12,29.719999313354492
2021-08-13,29.920000076293945
2021-08-16,29.309999465942383
2021-08-17,28.31999969482422
2021-08-18,28.209999084472656
2021-08-19,28.959999084472656
2021-08-20,29.31999969482422
2021-08-23,29.850000381469727
2021-08-24,29.799999237060547
2021-08-25,30.020000457763672
2021-08-26,30.030000686645508
2021-08-27,30.690000534057617
2021-08-30,30.829999923706055
2021-08-31,30.950000762939453
2021-09-01,31.049999237060547
2021-09-02,31.049999237060547
2021-09-03,30.65999984741211
2021-09-07,30.889999389648438
2021-09-08,30.219999313354492
2021-09-09,29.81999969482422
2021-09-10,30.280000686645508
2021-09-13,30.68000030517578
2021-09-14,29.649999618530273
2021-09-15,30.270000457763672
2021-09-16,30.219999313354492
2021-09-17,29.979999542236328
2021-09-20,29.049999237060547
2021-09-21,28.739999771118164
2021-09-22,28.959999084472656
2021-09-23,29.190000534057617
2021-09-24,29.190000534057617
2021-09-27,29.989999771118164
2021-09-28,29.6299991607666
2021-09-29,30.010000228881836
2021-09-30,29.049999237060547
2021-10-01,29.579999923706055
2021-10-04,29.100000381469727
2021-10-05,29.979999542236328
2021-10-06,29.81999969482422
2021-10-07,30.290000915527344
2021-10-08,29.639999389648438
2021-10-11,29.579999923706055
2021-10-12,29.18000030517578
2021-10-13,29.479999542236328
2021-10-14,29.600000381469727
2021-10-15,29.1200008392334
2021-10-18,29.450000762939453
2021-10-19,29.31999969482422
2021-10-20,29.479999542236328
2021-10-21,29.739999771118164
2021-10-22,30.579999923706055
2021-10-25,31.06999969482422
2021-10-26,31.790000915527344
2021-10-27,31.6200008392334
2021-10-28,32.5099983215332
2021-10-29,32.310001373291016
2021-11-01,32.77000045776367
2021-11-02,32.90999984741211
2021-11-03,33.18000030517578
2021-11-04,30.209999084472656
2021-11-05,31.329999923706055
2021-11-08,30.959999084472656
2021-11-09,31.020000457763672
2021-11-10,30.780000686645508
2021-11-11,31.239999771118164
2021-11-12,31.360000610351562
2021-11-15,31.6299991607666
2021-11-16,32.369998931884766
2021-11-17,32.70000076293945
2021-11-18,32.41999816894531
2021-11-19,32.439998626708984
2021-11-22,32.040000915527344
2021-11-23,32.0099983215332
2021-11-24,31.780000686645508
2021-11-26,31.06999969482422
2021-11-29,30.920000076293945
2021-11-30,30.1200008392334
2021-12-01,29.59000015258789
2021-12-02,30.850000381469727
2021-12-03,30.149999618530273
2021-12-06,30.389999389648438
2021-12-07,31.049999237060547
2021-12-08,31.770000457763672
2021-12-09,31.280000686645508
2021-12-10,31.399999618530273
2021-12-13,30.1200008392334
2021-12-14,30.780000686645508
2021-12-15,31.239999771118164
2021-12-16,30.440000534057617
2021-12-17,30.290000915527344
2021-12-20,30.079999923706055
2021-12-21,30.760000228881836
2021-12-22,31.190000534057617
2021-12-23,31.6200008392334
2021-12-27,32.13999938964844
2021-12-28,32.040000915527344
2021-12-29,32.380001068115234
2021-12-30,32.619998931884766
2021-12-31,33.209999084472656
2022-01-03,33.16999816894531
2022-01-04,32.5099983215332
2022-01-05,31.56999969482422
2022-01-06,31.469999313354492
2022-01-07,31.06999969482422
2022-01-10,30.350000381469727
2022-01-11,30.420000076293945
2022-01-12,30.540000915527344
2022-01-13,30.15999984741211
2022-01-14,29.700000762939453
2022-01-18,28.100000381469727
2022-01-19,27.56999969482422
2022-01-20,27.329999923706055
2022-01-21,27.09000015258789
2022-01-24,27.959999084472656
2022-01-25,27.65999984741211
2022-01-26,27.420000076293945
2022-01-27,27.6299991607666
2022-01-28,28.110000610351562
2022-01-31,29.559999465942383
2022-02-01,29.780000686645508
2022-02-02,29.56999969482422
2022-02-03,28.520000457763672
2022-02-04,28.540000915527344
2022-02-07,28.190000534057617
2022-02-08,28.40999984741211
2022-02-09,28.81999969482422
2022-02-10,27.84000015258789
2022-02-11,27.059999465942383
2022-02-14,26.93000030517578
2022-02-15,27.329999923706055
2022-02-16,27.510000228881836
2022-02-17,26.6200008392334
2022-02-18,26.639999389648438
2022-02-22,26.229999542236328
2022-02-23,25.799999237060547
2022-02-24,25.959999084472656
2022-02-25,26.59000015258789
2022-02-28,26.43000030517578
2022-03-01,25.81999969482422
2022-03-02,26.200000762939453
2022-03-03,25.809999465942383
2022-03-04,25.1200008392334
2022-03-07,23.049999237060547
2022-03-08,22.790000915527344
2022-03-09,24.68000030517578
2022-03-10,23.700000762939453
2022-03-11,23.6200008392334
2022-03-14,23.190000534057617
2022-03-15,23.93000030517578
2022-03-16,25.059999465942383
2022-03-17,25.229999542236328
2022-03-18,25.920000076293945
2022-03-21,25.360000610351562
2022-03-22,25.959999084472656
2022-03-23,25.309999465942383
2022-03-24,25.549999237060547
2022-03-25,25.34000015258789
2022-03-28,25.25
2022-03-29,26.459999084472656
2022-03-30,25.809999465942383
2022-03-31,25.829999923706055
2022-04-01,26.299999237060547
2022-04-04,26.309999465942383
2022-04-05,26.100000381469727
2022-04-06,25.90999984741211
2022-04-07,25.760000228881836
2022-04-08,25.889999389648438
2022-04-11,25.700000762939453
2022-04-12,25.530000686645508
2022-04-13,25.8700008392334
2022-04-14,25.600000381469727
2022-04-18,25.260000228881836
2022-04-19,25.709999084472656
2022-04-20,25.940000534057617
2022-04-21,24.84000015258789
2022-04-22,23.520000457763672
2022-04-25,24.3799991607666
2022-04-26,23.760000228881836
2022-04-27,23.709999084472656
2022-04-28,24.610000610351562
2022-04-29,24.329999923706055
2022-05-02,24.290000915527344
2022-05-03,24.010000228881836
2022-05-04,24.530000686645508
2022-05-05,23.299999237060547
2022-05-06,22.850000381469727
2022-05-09,22.510000228881836
2022-05-10,22.399999618530273
2022-05-11,22.020000457763672
2022-05-12,22.459999084472656
2022-05-13,23.719999313354492
2022-05-16,23.1200008392334
2022-05-17,23.700000762939453
2022-05-18,21.6200008392334
2022-05-19,21.399999618530273
2022-05-20,21.25
2022-05-23,21.690000534057617
2022-05-24,21.049999237060547
2022-05-25,22.149999618530273
2022-05-26,24.6299991607666
2022-05-27,25.979999542236328
2022-05-31,26.6200008392334
2022-06-01,26.31999969482422
2022-06-02,27.309999465942383
2022-06-03,26.420000076293945
2022-06-06,26.290000915527344
2022-06-07,27.6299991607666
2022-06-08,26.690000534057617
2022-06-09,26.290000915527344
2022-06-10,26.600000381469727
2022-06-13,24.719999313354492
2022-06-14,25.639999389648438
2022-06-15,26.329999923706055
2022-06-16,25.5
2022-06-17,25.6299991607666
2022-06-21,26.510000228881836
2022-06-22,26.700000762939453
2022-06-23,27.200000762939453
2022-06-24,28.329999923706055
2022-06-27,29.020000457763672
2022-06-28,28.610000610351562
2022-06-29,28.530000686645508
2022-06-30,30.68000030517578
2022-07-01,30.6200008392334
2022-07-05,32.88999938964844
2022-07-06,32.20000076293945
2022-07-07,31.940000534057617
2022-07-08,31.600000381469727
2022-07-11,31.18000030517578
2022-07-12,31.190000534057617
2022-07-13,31.209999084472656
2022-07-14,30.81999969482422
2022-07-15,31.799999237060547
2022-07-18,31.84000015258789
2022-07-19,32.439998626708984
2022-07-20,33.31999969482422
2022-07-21,34.31999969482422
2022-07-22,32.91999816894531
2022-07-25,33.08000183105469
2022-07-26,32.34000015258789
2022-07-27,32.709999084472656
2022-07-28,33.189998626708984
2022-07-29,33.529998779296875
2022-08-01,33.88999938964844
2022-08-02,34.06999969482422
2022-08-03,33.869998931884766
2022-08-04,36.18000030517578
2022-08-05,37.45000076293945
2022-08-08,37.22999954223633
2022-08-09,36.54999923706055
2022-08-10,36.47999954223633
2022-08-11,36.40999984741211
2022-08-12,36.70000076293945
2022-08-15,37.93000030517578
2022-08-16,37.68000030517578
2022-08-17,37.61000061035156
2022-08-18,38.41999816894531
2022-08-19,37.90999984741211
2022-08-22,37.5
2022-08-23,37.470001220703125
2022-08-24,38.099998474121094
2022-08-25,38.40999984741211
2022-08-26,36.97999954223633
2022-08-29,36.91999816894531
2022-08-30,37.900001525878906
2022-08-31,38.130001068115234
2022-09-01,38.439998626708984
2022-09-02,38.31999969482422
2022-09-06,37.9900016784668
2022-09-07,39.029998779296875
2022-09-08,38.95000076293945
2022-09-09,38.880001068115234
2022-09-12,38.97999954223633
2022-09-13,38.20000076293945
2022-09-14,40.47999954223633
2022-09-15,40.400001525878906
2022-09-16,39.369998931884766
2022-09-19,39.5099983215332
2022-09-20,39.52000045776367
2022-09-21,39.81999969482422
2022-09-22,39.40999984741211
2022-09-23,38.65999984741211
2022-09-26,38.75
2022-09-27,37.5
2022-09-28,38.279998779296875
2022-09-29,37.54999923706055
2022-09-30,37.619998931884766
2022-10-03,38.59000015258789
2022-10-04,39.68000030517578
2022-10-05,39.029998779296875
2022-10-06,38.70000076293945
2022-10-07,38.27000045776367
2022-10-10,37.4900016784668
2022-10-11,39.7400016784668
2022-10-12,40.08000183105469
2022-10-13,39.810001373291016
2022-10-14,39.380001068115234
2022-10-17,41.5
2022-10-18,41.849998474121094
2022-10-19,40.16999816894531
2022-10-20,40.08000183105469
2022-10-21,41.560001373291016
2022-10-24,41.65999984741211
2022-10-25,43.36000061035156
2022-10-26,42.16999816894531
2022-10-27,42.95000076293945
2022-10-28,43.81999969482422
2022-10-31,43.2599983215332
2022-11-01,43.70000076293945
2022-11-02,41.65999984741211
2022-11-03,48.09000015258789
2022-11-04,48.63999938964844
2022-11-07,50.119998931884766
2022-11-08,50.4900016784668
2022-11-09,49.75
2022-11-10,51.56999969482422
2022-11-11,49.59000015258789
2022-11-14,50.16999816894531
2022-11-15,51.75
2022-11-16,52.91999816894531
2022-11-17,52.709999084472656
2022-11-18,54.90999984741211
2022-11-21,54.41999816894531
2022-11-22,54.29999923706055
2022-11-23,54.91999816894531
2022-11-25,55.5099983215332
2022-11-28,55.47999954223633
2022-11-29,53.68000030517578
2022-11-30,54.959999084472656
2022-12-01,55.400001525878906
2022-12-02,55.2599983215332
2022-12-05,53.93000030517578
2022-12-06,54.810001373291016
2022-12-07,54.5
2022-12-08,55.06999969482422
2022-12-09,53.81999969482422
2022-12-12,54.59000015258789
2022-12-13,55.810001373291016
2022-12-14,56.310001373291016
2022-12-15,55.5
2022-12-16,54.95000076293945
2022-12-19,52.970001220703125
2022-12-20,53.779998779296875
2022-12-21,54.63999938964844
2022-12-22,55.02000045776367
2022-12-23,54.47999954223633
2022-12-27,55.47999954223633
2022-12-28,55.59000015258789
2022-12-29,55.68000030517578
2022-12-30,55.29999923706055
2023-01-03,55.34000015258789
2023-01-04,55.970001220703125
2023-01-05,55.61000061035156
2023-01-06,58.04999923706055
2023-01-09,55.7599983215332
2023-01-10,51.150001525878906
2023-01-11,49.20000076293945
2023-01-12,49.9900016784668
2023-01-13,52.75
2023-01-17,53.619998931884766
2023-01-18,53.63999938964844
2023-01-19,52.65999984741211
2023-01-20,54.16999816894531
2023-01-23,54.0
2023-01-24,55.150001525878906
2023-01-25,56.29999923706055
2023-01-26,57.90999984741211
2023-01-27,56.65999984741211
2023-01-30,57.08000183105469
2023-01-31,57.54999923706055
2023-02-01,58.5099983215332
2023-02-02,67.29000091552734
2023-02-03,69.73999786376953
2023-02-06,68.66999816894531
2023-02-07,72.02999877929688
2023-02-08,71.56999969482422
2023-02-09,72.81999969482422
2023-02-10,71.31999969482422
2023-02-13,73.44000244140625
2023-02-14,73.7699966430664
2023-02-15,74.62999725341797
2023-02-16,74.0
2023-02-17,73.6500015258789
2023-02-21,73.19000244140625
2023-02-22,73.12000274658203
2023-02-23,73.75
2023-02-24,73.33999633789062
2023-02-27,74.06999969482422
2023-02-28,74.75
2023-03-01,74.19000244140625
2023-03-02,75.22000122070312
2023-03-03,75.19000244140625
2023-03-06,72.08000183105469
2023-03-07,73.69999694824219
2023-03-08,74.01000213623047
2023-03-09,71.12999725341797
2023-03-10,69.56999969482422
2023-03-13,69.58000183105469
2023-03-14,72.0199966430664
2023-03-15,73.33000183105469
2023-03-16,74.31999969482422
2023-03-17,72.47000122070312
2023-03-20,74.51000213623047
2023-03-21,74.30999755859375
2023-03-22,73.11000061035156
2023-03-23,75.19000244140625
2023-03-24,78.4800033569336
2023-03-27,79.30999755859375
2023-03-28,79.70999908447266
2023-03-29,80.41999816894531
2023-03-30,78.91999816894531
2023-03-31,82.3499984741211
2023-04-03,83.29000091552734
2023-04-04,82.41999816894531
2023-04-05,80.37999725341797
2023-04-06,81.3499984741211
2023-04-10,84.02999877929688
2023-04-11,84.16000366210938
2023-04-12,85.61000061035156
2023-04-13,87.12999725341797
2023-04-14,90.13999938964844
2023-04-17,90.73999786376953
2023-04-18,92.58000183105469
2023-04-19,93.02999877929688
2023-04-20,95.33000183105469
2023-04-21,96.68000030517578
2023-04-24,94.83999633789062
2023-04-25,92.38999938964844
2023-04-26,93.8499984741211
2023-04-27,92.8499984741211
2023-04-28,92.76000213623047
2023-05-01,92.72000122070312
2023-05-02,91.73999786376953
2023-05-03,92.47000122070312
2023-05-04,89.41999816894531
2023-05-05,88.38999938964844
2023-05-08,90.01000213623047
2023-05-09,86.55000305175781
2023-05-10,88.47000122070312
2023-05-11,89.56999969482422
2023-05-12,90.29000091552734
2023-05-15,91.55999755859375
2023-05-16,89.06999969482422
2023-05-17,90.13999938964844
2023-05-18,90.61000061035156
2023-05-19,89.80999755859375
2023-05-22,85.94999694824219
2023-05-23,85.01000213623047
2023-05-24,86.44999694824219
2023-05-25,104.1500015258789
2023-05-26,101.27999877929688
2023-05-30,104.93000030517578
2023-05-31,104.0199966430664
2023-06-01,106.54000091552734
2023-06-02,105.19000244140625
2023-06-05,105.11000061035156
2023-06-06,106.98999786376953
2023-06-07,103.4800033569336
2023-06-08,106.19999694824219
2023-06-09,104.51000213623047
2023-06-12,105.44000244140625
2023-06-13,102.51000213623047
2023-06-14,101.93000030517578
2023-06-15,105.0999984741211
2023-06-16,104.08000183105469
2023-06-20,107.19000244140625
2023-06-21,111.47000122070312
2023-06-22,112.80999755859375
2023-06-23,108.44999694824219
2023-06-26,107.41000366210938
2023-06-27,110.08999633789062
2023-06-28,110.55999755859375
2023-06-29,112.5
2023-06-30,114.2300033569336
2023-07-03,113.25
2023-07-05,114.37000274658203
2023-07-06,111.0999984741211
2023-07-07,110.0
2023-07-10,112.33999633789062
2023-07-11,113.48999786376953
